pclass,survived,sex,age,sibsp,parch,fare,embarked,title,deck
3.0,0.0,male,18.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,female,26.02608721106141,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,34.57389558011036,0.0,0.0,6.95,Q,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.8792,Q,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,28.444056974980246,0.0,0.0,56.4958,S,Mr,E
3.0,0.0,female,21.0,2.0,2.0,34.375,S,Miss,D
3.0,0.0,female,9.0,2.0,2.0,34.375,S,Miss,G
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,18.0,2.0,2.0,34.375,S,Mr,D
3.0,0.0,male,16.0,1.0,3.0,34.375,S,Mr,D
3.0,0.0,female,48.0,1.0,3.0,34.375,S,Mrs,C
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,29.496376709377483,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,25.0,0.0,0.0,7.7417,Q,Mr,F
3.0,0.0,male,28.869571376044235,0.0,0.0,14.5,S,Mr,F
3.0,0.0,male,27.750458599478552,0.0,0.0,7.8958,C,Mr,F
3.0,0.0,male,22.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,female,16.0,0.0,0.0,7.7333,Q,Miss,G
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,male,9.0,0.0,2.0,20.525,S,Master,F
3.0,0.0,male,33.0,1.0,1.0,20.525,S,Mr,F
3.0,0.0,male,41.0,0.0,0.0,7.85,S,Mr,F
3.0,1.0,female,31.0,1.0,1.0,20.525,S,Mrs,E
3.0,0.0,male,38.0,0.0,0.0,7.05,S,Mr,F
3.0,0.0,male,9.0,5.0,2.0,46.9,S,Master,A
3.0,0.0,male,1.0,5.0,2.0,46.9,S,Master,A
3.0,0.0,male,11.0,5.0,2.0,46.9,S,Master,A
3.0,0.0,female,10.0,5.0,2.0,46.9,S,Miss,D
3.0,0.0,female,16.0,5.0,2.0,46.9,S,Miss,D
3.0,0.0,male,14.0,5.0,2.0,46.9,S,Mr,D
3.0,0.0,male,40.0,1.0,6.0,46.9,S,Mr,C
3.0,0.0,female,43.0,1.0,6.0,46.9,S,Mrs,C
3.0,0.0,male,51.0,0.0,0.0,8.05,S,Mr,E
3.0,0.0,male,32.0,0.0,0.0,8.3625,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,20.0,0.0,0.0,9.8458,S,Mr,F
3.0,0.0,male,37.0,2.0,0.0,7.925,S,Mr,F
3.0,0.0,male,28.0,2.0,0.0,7.925,S,Mr,F
3.0,0.0,male,19.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,female,24.0,0.0,0.0,8.85,S,Miss,F
3.0,0.0,female,17.0,0.0,0.0,7.7333,Q,Miss,G
3.0,0.0,male,27.391295552574547,1.0,0.0,19.9667,S,Mr,F
3.0,0.0,male,27.391295552574547,1.0,0.0,19.9667,S,Mr,F
3.0,0.0,male,28.0,1.0,0.0,15.85,S,Mr,F
3.0,1.0,female,24.0,1.0,0.0,15.85,S,Mrs,F
3.0,0.0,male,20.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,23.5,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,41.0,2.0,0.0,14.1083,S,Mr,A
3.0,0.0,male,26.0,1.0,0.0,7.8542,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,7.8542,S,Mr,F
3.0,1.0,female,45.0,1.0,0.0,14.1083,S,Mrs,E
3.0,0.0,female,21.4429983938728,0.0,0.0,7.55,S,Miss,G
3.0,0.0,male,25.0,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,34.58386739494261,0.0,0.0,6.8583,Q,Mr,F
3.0,0.0,male,11.0,0.0,0.0,18.7875,C,Mr,G
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,male,27.0,0.0,0.0,6.975,S,Mr,F
3.0,1.0,male,28.444056974980246,0.0,0.0,56.4958,S,Mr,E
3.0,0.0,female,18.0,0.0,0.0,6.75,Q,Miss,G
3.0,1.0,female,26.0,0.0,0.0,7.925,S,Miss,F
3.0,0.0,female,23.0,0.0,0.0,7.925,S,Miss,F
3.0,1.0,female,22.0,0.0,0.0,8.9625,S,Miss,F
3.0,0.0,male,28.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,female,28.0,0.0,0.0,7.775,S,Miss,F
3.0,0.0,female,26.02608721106141,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,female,2.0,0.0,1.0,12.2875,S,Miss,G
3.0,1.0,female,22.0,1.0,1.0,12.2875,S,Mrs,F
3.0,0.0,male,43.0,0.0,0.0,6.45,S,Mr,A
3.0,0.0,male,28.0,0.0,0.0,22.525,S,Mr,F
3.0,1.0,female,27.0,0.0,0.0,7.925,S,Miss,E
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,female,18.96644789314303,0.0,0.0,8.05,S,Miss,F
3.0,0.0,male,42.0,0.0,0.0,7.65,S,Mr,F
3.0,1.0,male,26.999138000666466,0.0,0.0,7.8875,S,Mr,F
3.0,0.0,male,30.0,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,female,27.0,1.0,0.0,7.925,S,Miss,F
3.0,0.0,female,25.0,1.0,0.0,7.925,S,Miss,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,male,29.0,0.0,0.0,7.8958,C,Mr,F
3.0,1.0,male,21.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,29.51812654680834,0.0,0.0,7.05,S,Mr,F
3.0,0.0,male,20.0,0.0,0.0,7.8542,S,Mr,F
3.0,0.0,male,48.0,0.0,0.0,7.8542,S,Mr,A
3.0,0.0,male,17.0,1.0,0.0,7.0542,S,Mr,F
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,male,26.982610264557383,0.0,0.0,8.1125,S,Mr,F
3.0,0.0,male,34.0,0.0,0.0,6.4958,S,Mr,F
3.0,1.0,male,26.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,33.0,0.0,0.0,8.6542,S,Mr,F
3.0,0.0,male,31.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,29.0,0.0,0.0,7.8542,S,Mr,F
3.0,1.0,male,4.0,1.0,1.0,11.1333,S,Master,F
3.0,1.0,female,1.0,1.0,1.0,11.1333,S,Miss,G
3.0,0.0,male,49.0,0.0,0.0,0.0,S,Mr,E
3.0,0.0,male,33.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,19.0,0.0,0.0,0.0,S,Mr,F
3.0,1.0,female,27.0,0.0,2.0,11.1333,S,Mrs,F
3.0,0.0,male,13.418702088076483,1.0,2.0,23.45,S,Master,A
3.0,0.0,female,21.051428029742972,1.0,2.0,23.45,S,Miss,G
3.0,0.0,male,29.072181210758732,1.0,2.0,23.45,S,Mr,F
3.0,0.0,female,36.562237926069976,1.0,2.0,23.45,S,Mrs,F
3.0,0.0,male,23.0,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,male,32.0,0.0,0.0,7.8542,S,Mr,E
3.0,0.0,male,27.0,0.0,0.0,7.8542,S,Mr,F
3.0,0.0,female,20.0,1.0,0.0,9.825,S,Miss,G
3.0,0.0,female,21.0,1.0,0.0,9.825,S,Miss,G
3.0,1.0,male,32.0,0.0,0.0,7.925,S,Mr,E
3.0,0.0,male,17.0,0.0,0.0,7.125,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,8.4333,S,Mr,F
3.0,0.0,male,30.0,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,male,21.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,33.0,0.0,0.0,7.8542,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.5208,S,Mr,F
3.0,1.0,female,4.0,0.0,1.0,13.4167,C,Miss,G
3.0,1.0,male,39.0,0.0,1.0,13.4167,C,Mr,E
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,18.5,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,29.496376709377483,0.0,0.0,7.25,S,Mr,F
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,male,34.5,0.0,0.0,7.8292,Q,Mr,F
3.0,0.0,male,44.0,0.0,0.0,8.05,S,Mr,A
3.0,1.0,male,32.054131215359405,0.0,0.0,7.75,Q,Mr,E
3.0,0.0,male,25.509937911791226,1.0,0.0,14.4542,C,Mr,F
3.0,0.0,female,33.166484522307584,1.0,0.0,14.4542,C,Mrs,F
3.0,0.0,male,31.852410593948285,1.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,31.852410593948285,1.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,34.491417749236156,0.0,0.0,7.7375,Q,Mr,F
3.0,0.0,female,22.0,2.0,0.0,8.6625,S,Miss,F
3.0,0.0,male,26.0,2.0,0.0,8.6625,S,Mr,F
3.0,1.0,female,4.0,0.0,2.0,22.025,S,Miss,G
3.0,1.0,male,29.0,3.0,1.0,22.025,S,Mr,E
3.0,1.0,female,26.0,1.0,1.0,22.025,S,Mrs,F
3.0,0.0,female,1.0,1.0,1.0,12.1833,S,Miss,G
3.0,0.0,male,18.0,1.0,1.0,7.8542,S,Mr,F
3.0,0.0,female,36.0,0.0,2.0,12.1833,S,Mrs,F
3.0,0.0,male,27.750458599478552,0.0,0.0,7.8958,C,Mr,F
3.0,1.0,male,25.0,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,0.0,female,37.0,0.0,0.0,9.5875,S,Miss,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,male,28.444056974980246,0.0,0.0,56.4958,S,Mr,E
3.0,0.0,male,27.55419562470747,0.0,0.0,56.4958,S,Mr,D
3.0,1.0,female,22.0,0.0,0.0,7.25,S,Miss,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,26.0,0.0,0.0,56.4958,S,Mr,E
3.0,0.0,male,29.0,0.0,0.0,9.4833,S,Mr,F
3.0,0.0,male,29.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.775,S,Mr,F
3.0,1.0,male,22.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,1.0360827610371537,3.0,1.0,25.4667,S,Master,A
3.0,0.0,female,8.668809567486822,3.0,1.0,25.4667,S,Miss,G
3.0,0.0,female,8.668809567486822,3.0,1.0,25.4667,S,Miss,G
3.0,0.0,female,8.668809567486822,3.0,1.0,25.4667,S,Miss,G
3.0,0.0,female,37.44273075587546,0.0,4.0,25.4667,S,Mrs,F
3.0,0.0,male,32.0,0.0,0.0,7.925,S,Mr,F
3.0,0.0,male,34.5,0.0,0.0,6.4375,C,Mr,F
3.0,0.0,female,23.80277376286574,1.0,0.0,15.5,Q,Miss,F
3.0,0.0,male,32.267037807185496,1.0,0.0,15.5,Q,Mr,F
3.0,0.0,male,36.0,0.0,0.0,0.0,S,Mr,F
3.0,0.0,male,39.0,0.0,0.0,24.15,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,female,25.0,0.0,0.0,7.775,S,Miss,F
3.0,0.0,female,45.0,0.0,0.0,7.75,S,Miss,A
3.0,0.0,male,36.0,1.0,0.0,15.55,S,Mr,F
3.0,0.0,female,30.0,1.0,0.0,15.55,S,Mrs,F
3.0,1.0,male,20.0,1.0,0.0,7.925,S,Mr,F
3.0,0.0,male,34.47932808039956,0.0,0.0,7.8792,Q,Mr,F
3.0,0.0,male,28.0,0.0,0.0,56.4958,S,Mr,C
3.0,0.0,male,29.46375222347594,0.0,0.0,7.55,S,Mr,F
3.0,0.0,male,30.0,1.0,0.0,16.1,S,Mr,F
3.0,0.0,female,26.0,1.0,0.0,16.1,S,Mrs,F
3.0,0.0,male,29.434434236057708,0.0,0.0,7.8792,S,Mr,F
3.0,0.0,male,20.5,0.0,0.0,7.25,S,Mr,F
3.0,1.0,male,27.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,51.0,0.0,0.0,7.0542,S,Mr,E
3.0,1.0,female,23.0,0.0,0.0,7.8542,S,Miss,F
3.0,1.0,male,32.0,0.0,0.0,7.5792,S,Mr,E
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,29.46375222347594,0.0,0.0,7.55,S,Mr,F
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,male,24.0,0.0,0.0,7.1417,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.125,S,Mr,F
3.0,0.0,female,26.015063819884006,0.0,0.0,7.8792,Q,Miss,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.0,0.0,0.0,7.925,S,Mr,F
3.0,1.0,male,25.364934527539084,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,female,30.5,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,female,23.59078600316689,0.0,0.0,7.7375,Q,Miss,F
3.0,0.0,male,23.78135913701448,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,35.0,0.0,0.0,7.8958,C,Mr,F
3.0,0.0,male,33.0,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,female,33.02179073043338,0.0,0.0,7.225,C,Mrs,E
3.0,0.0,male,27.750458599478552,0.0,0.0,7.8958,C,Mr,F
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,male,32.054131215359405,0.0,0.0,7.75,Q,Mr,E
3.0,1.0,female,21.482263009313193,2.0,0.0,23.25,Q,Miss,D
3.0,1.0,female,21.482263009313193,2.0,0.0,23.25,Q,Miss,D
3.0,1.0,male,29.946527053632952,2.0,0.0,23.25,Q,Mr,E
3.0,1.0,female,23.587112404224268,0.0,0.0,7.7875,Q,Miss,F
3.0,0.0,male,33.82914863063028,0.0,0.0,15.5,Q,Mr,F
3.0,1.0,female,23.58037747282946,0.0,0.0,7.8792,Q,Miss,F
3.0,1.0,female,15.0,0.0,0.0,8.0292,Q,Miss,G
3.0,0.0,female,35.0,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,24.0,1.0,0.0,16.1,S,Mr,F
3.0,0.0,female,19.0,1.0,0.0,16.1,S,Mrs,G
3.0,0.0,female,26.02608721106141,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,female,21.399108917993335,0.0,0.0,8.05,S,Miss,G
3.0,0.0,female,36.909918814320335,0.0,0.0,8.05,S,Mrs,F
3.0,0.0,male,55.5,0.0,0.0,8.05,S,Mr,A
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,21.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,28.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,female,23.58037747282946,0.0,0.0,7.8792,Q,Miss,F
3.0,0.0,male,25.0,0.0,0.0,7.65,S,Mr,F
3.0,1.0,male,6.0,0.0,1.0,12.475,S,Master,E
3.0,1.0,female,27.0,0.0,1.0,12.475,S,Mrs,E
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,1.0,female,24.15751214663652,1.0,0.0,24.15,Q,Miss,D
3.0,0.0,male,32.53929684671151,1.0,0.0,24.15,Q,Mr,F
3.0,0.0,male,34.429921287840735,0.0,0.0,8.4583,Q,Mr,F
3.0,0.0,male,34.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,27.00740100393783,0.0,0.0,7.775,S,Mr,F
3.0,1.0,male,1.5289953362988022,1.0,1.0,15.2458,C,Master,F
3.0,1.0,male,1.5289953362988022,1.0,1.0,15.2458,C,Master,F
3.0,1.0,female,28.217229211643215,0.0,2.0,15.2458,C,Mrs,F
3.0,1.0,female,33.02148113805545,0.0,0.0,7.2292,C,Mrs,E
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,1.0,female,23.59109559554482,0.0,0.0,7.7333,Q,Miss,F
3.0,1.0,female,24.0,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,1.0,female,22.842147529383183,1.0,0.0,15.5,Q,Miss,F
3.0,1.0,female,22.842147529383183,1.0,0.0,15.5,Q,Miss,F
3.0,1.0,female,23.02058689045207,0.0,0.0,15.5,Q,Miss,F
3.0,0.0,male,18.0,0.0,0.0,7.75,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,female,15.0,0.0,0.0,7.225,C,Miss,G
3.0,1.0,female,1.0,0.0,2.0,15.7417,C,Miss,G
3.0,1.0,male,20.0,1.0,1.0,15.7417,C,Mr,F
3.0,1.0,female,19.0,1.0,1.0,15.7417,C,Mrs,F
3.0,0.0,male,33.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,female,26.02608721106141,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,male,12.0,1.0,0.0,11.2417,C,Master,F
3.0,1.0,female,14.0,1.0,0.0,11.2417,C,Miss,G
3.0,0.0,female,29.0,0.0,0.0,7.925,S,Miss,F
3.0,0.0,male,28.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,female,18.0,0.0,0.0,7.775,S,Miss,G
3.0,1.0,female,26.0,0.0,0.0,7.8542,S,Miss,F
3.0,0.0,male,21.0,0.0,0.0,7.8542,S,Mr,F
3.0,0.0,male,41.0,0.0,0.0,7.125,S,Mr,F
3.0,1.0,male,39.0,0.0,0.0,7.925,S,Mr,E
3.0,0.0,male,21.0,0.0,0.0,7.8,S,Mr,F
3.0,0.0,male,28.5,0.0,0.0,7.2292,C,Mr,F
3.0,1.0,female,22.0,0.0,0.0,7.75,S,Miss,F
3.0,0.0,male,61.0,0.0,0.0,6.2375,S,Mr,A
3.0,0.0,male,32.267037807185496,1.0,0.0,15.5,Q,Mr,F
3.0,0.0,male,34.48359405581951,0.0,0.0,7.8292,Q,Mr,F
3.0,1.0,female,38.66327968064574,1.0,0.0,15.5,Q,Mrs,E
3.0,0.0,male,34.49177576947209,0.0,0.0,7.7333,Q,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,23.0,0.0,0.0,9.225,S,Mr,F
3.0,0.0,female,26.02608721106141,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,female,23.589866738648055,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,female,23.58037747282946,0.0,0.0,7.8792,Q,Miss,F
3.0,1.0,female,22.0,0.0,0.0,7.775,S,Miss,F
3.0,1.0,male,32.054131215359405,0.0,0.0,7.75,Q,Mr,E
3.0,1.0,female,23.584049342205724,0.0,0.0,7.8292,Q,Miss,F
3.0,1.0,male,9.0,0.0,1.0,3.1708,S,Master,F
3.0,0.0,male,28.0,0.0,0.0,22.525,S,Mr,F
3.0,0.0,male,42.0,0.0,1.0,8.4042,S,Mr,A
3.0,0.0,male,29.489580054083305,0.0,0.0,7.3125,S,Mr,F
3.0,0.0,female,31.0,0.0,0.0,7.8542,S,Miss,F
3.0,0.0,male,28.0,0.0,0.0,7.8542,S,Mr,F
3.0,1.0,male,32.0,0.0,0.0,7.775,S,Mr,E
3.0,0.0,male,20.0,0.0,0.0,9.225,S,Mr,F
3.0,0.0,female,23.0,0.0,0.0,8.6625,S,Miss,F
3.0,0.0,female,20.0,0.0,0.0,8.6625,S,Miss,G
3.0,0.0,male,20.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,16.0,0.0,0.0,9.2167,S,Mr,F
3.0,1.0,female,31.0,0.0,0.0,8.6833,S,Mrs,E
3.0,0.0,female,26.036392832200587,0.0,0.0,7.6292,Q,Miss,F
3.0,0.0,male,2.0,3.0,1.0,21.075,S,Master,A
3.0,0.0,male,6.0,3.0,1.0,21.075,S,Master,A
3.0,0.0,female,3.0,3.0,1.0,21.075,S,Miss,G
3.0,0.0,female,8.0,3.0,1.0,21.075,S,Miss,G
3.0,0.0,female,29.0,0.0,4.0,21.075,S,Mrs,F
3.0,0.0,male,1.0,4.0,1.0,39.6875,S,Master,A
3.0,0.0,male,7.0,4.0,1.0,39.6875,S,Master,A
3.0,0.0,male,2.0,4.0,1.0,39.6875,S,Master,A
3.0,0.0,male,16.0,4.0,1.0,39.6875,S,Mr,D
3.0,0.0,male,14.0,4.0,1.0,39.6875,S,Mr,D
3.0,0.0,female,41.0,0.0,5.0,39.6875,S,Mrs,C
3.0,0.0,male,21.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,19.0,0.0,0.0,14.5,S,Mr,F
3.0,0.0,male,27.680780640626352,0.0,0.0,8.7125,C,Mr,F
3.0,0.0,male,32.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,0.75,1.0,1.0,13.775,S,Master,F
3.0,0.0,female,3.0,1.0,1.0,13.775,S,Miss,G
3.0,0.0,female,26.0,0.0,2.0,13.775,S,Mrs,F
3.0,0.0,male,29.52356408723948,0.0,0.0,7.0,S,Mr,F
3.0,0.0,male,29.443324315231443,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,7.925,S,Mr,F
3.0,0.0,male,25.0,0.0,0.0,7.925,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.25,S,Mr,F
3.0,1.0,male,25.0,1.0,0.0,7.775,S,Mr,F
3.0,1.0,male,4.5697891879924875,1.0,1.0,22.3583,C,Master,F
3.0,1.0,female,8.75715927614361,1.0,1.0,22.3583,C,Miss,F
3.0,1.0,female,28.538078472211673,0.0,2.0,22.3583,C,Mrs,E
3.0,0.0,female,25.993026550144165,0.0,0.0,8.1375,Q,Miss,F
3.0,0.0,male,24.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,female,28.0,0.0,0.0,7.8958,S,Miss,F
3.0,0.0,male,19.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,25.0,1.0,0.0,7.775,S,Mr,F
3.0,0.0,female,18.0,0.0,0.0,7.775,S,Miss,G
3.0,1.0,male,32.0,0.0,0.0,8.05,S,Mr,E
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,17.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,female,36.90458656124119,0.0,0.0,8.1125,S,Mrs,F
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,29.496376709377483,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,38.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,10.0,4.0,1.0,29.125,Q,Master,A
3.0,0.0,male,4.0,4.0,1.0,29.125,Q,Master,A
3.0,0.0,male,7.0,4.0,1.0,29.125,Q,Master,A
3.0,0.0,male,2.0,4.0,1.0,29.125,Q,Master,A
3.0,0.0,male,8.0,4.0,1.0,29.125,Q,Master,A
3.0,0.0,female,39.0,0.0,5.0,29.125,Q,Mrs,F
3.0,0.0,female,22.0,0.0,0.0,39.6875,S,Miss,D
3.0,0.0,male,35.0,0.0,0.0,7.125,S,Mr,F
3.0,1.0,female,23.5920131304973,0.0,0.0,7.7208,Q,Miss,F
3.0,0.0,male,28.869571376044235,0.0,0.0,14.5,S,Mr,F
3.0,0.0,female,36.35962787515968,0.0,0.0,14.5,S,Mrs,F
3.0,0.0,male,50.0,1.0,0.0,14.5,S,Mr,A
3.0,0.0,female,47.0,1.0,0.0,14.5,S,Mrs,C
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.443324315231443,0.0,0.0,7.775,S,Mr,F
3.0,0.0,female,2.0,1.0,1.0,20.2125,S,Miss,G
3.0,0.0,male,18.0,1.0,1.0,20.2125,S,Mr,F
3.0,0.0,female,41.0,0.0,2.0,20.2125,S,Mrs,C
3.0,1.0,female,18.96644789314303,0.0,0.0,8.05,S,Miss,F
3.0,0.0,male,50.0,0.0,0.0,8.05,S,Mr,E
3.0,0.0,male,16.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,male,32.054131215359405,0.0,0.0,7.75,Q,Mr,E
3.0,0.0,male,33.37613131394201,0.0,0.0,24.15,Q,Mr,F
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,25.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,34.49212514187624,0.0,0.0,7.7292,Q,Mr,F
3.0,0.0,male,29.461033345162473,0.0,0.0,7.575,S,Mr,F
3.0,0.0,male,38.5,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,14.417395212297102,8.0,2.0,69.55,S,Master,A
3.0,0.0,male,14.5,8.0,2.0,69.55,S,Master,A
3.0,0.0,female,22.050120289180413,8.0,2.0,69.55,S,Miss,D
3.0,0.0,female,22.050120289180413,8.0,2.0,69.55,S,Miss,D
3.0,0.0,female,22.050120289180413,8.0,2.0,69.55,S,Miss,D
3.0,0.0,female,22.050120289180413,8.0,2.0,69.55,S,Miss,D
3.0,0.0,male,30.070873686391966,8.0,2.0,69.55,S,Mr,C
3.0,0.0,male,30.070873686391966,8.0,2.0,69.55,S,Mr,C
3.0,0.0,male,30.070873686391966,8.0,2.0,69.55,S,Mr,C
3.0,0.0,male,44.879965541757755,1.0,9.0,69.55,S,Mr,C
3.0,0.0,female,52.3700221489711,1.0,9.0,69.55,S,Mrs,C
3.0,0.0,male,24.0,0.0,0.0,9.325,S,Mr,F
3.0,1.0,female,21.0,0.0,0.0,7.65,S,Miss,F
3.0,0.0,male,39.0,0.0,0.0,7.925,S,Mr,F
