pclass,survived,sex,age_orig,sibsp,parch,fare,embarked,boat_nan,title,deck,age_imp_1,age_imp_2,age_imp_3,age_imp_4,age_imp_5,deck_imp_1,deck_imp_2,deck_imp_3,deck_imp_4,deck_imp_5
2,0,male,18.0,0,0,13.0,S,0,Mr,,18.0,18.0,18.0,18.0,18.0,6.0,3.0,4.0,6.0,4.0
2,0,male,40.0,1,0,26.0,S,0,Mr,,40.0,40.0,40.0,40.0,40.0,6.0,3.0,3.0,6.0,4.0
2,1,female,29.0,1,0,26.0,S,1,Mrs,,29.0,29.0,29.0,29.0,29.0,6.0,2.0,3.0,5.0,4.0
2,0,male,18.0,0,0,10.5,S,0,Mr,,18.0,18.0,18.0,18.0,18.0,6.0,3.0,3.0,5.0,3.0
2,0,male,36.0,0,0,13.0,S,0,Mr,,36.0,36.0,36.0,36.0,36.0,6.0,1.0,3.0,5.0,3.0
2,0,male,,0,0,0.0,S,0,Mr,,63.0,39.0,36.0,26.5,42.0,6.0,1.0,3.0,6.0,2.0
2,0,female,38.0,0,0,13.0,S,0,Miss,,38.0,38.0,38.0,38.0,38.0,6.0,2.0,3.0,6.0,3.0
2,0,male,35.0,0,0,26.0,S,0,Mr,,35.0,35.0,35.0,35.0,35.0,6.0,1.0,3.0,6.0,2.0
2,0,male,38.0,1,0,21.0,S,0,Mr,,38.0,38.0,38.0,38.0,38.0,5.0,2.0,3.0,5.0,4.0
2,0,male,34.0,1,0,21.0,S,0,Mr,,34.0,34.0,34.0,34.0,34.0,6.0,2.0,3.0,5.0,3.0
2,1,female,34.0,0,0,13.0,S,1,Miss,,34.0,34.0,34.0,34.0,34.0,6.0,2.0,2.0,5.0,6.0
2,0,male,16.0,0,0,26.0,S,0,Mr,,16.0,16.0,16.0,16.0,16.0,5.0,2.0,4.0,4.0,3.0
2,0,male,26.0,0,0,10.5,S,0,Mr,,26.0,26.0,26.0,26.0,26.0,6.0,3.0,4.0,6.0,4.0
2,0,male,47.0,0,0,10.5,S,0,Mr,,47.0,47.0,47.0,47.0,47.0,6.0,2.0,3.0,6.0,3.0
2,0,male,21.0,1,0,11.5,S,0,Mr,,21.0,21.0,21.0,21.0,21.0,6.0,1.0,4.0,5.0,4.0
2,0,male,21.0,1,0,11.5,S,0,Mr,,21.0,21.0,21.0,21.0,21.0,6.0,3.0,4.0,6.0,4.0
2,0,male,24.0,0,0,13.5,S,0,Mr,,24.0,24.0,24.0,24.0,24.0,5.0,3.0,4.0,6.0,3.0
2,0,male,24.0,0,0,13.0,S,0,Mr,,24.0,24.0,24.0,24.0,24.0,6.0,3.0,4.0,6.0,3.0
2,0,male,34.0,0,0,13.0,S,0,Mr,,34.0,34.0,34.0,34.0,34.0,5.0,3.0,3.0,6.0,3.0
2,0,male,30.0,0,0,13.0,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,3.0,3.0,4.0,3.0
2,0,male,52.0,0,0,13.0,S,0,Mr,,52.0,52.0,52.0,52.0,52.0,5.0,2.0,3.0,6.0,2.0
2,0,male,30.0,0,0,13.0,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,3.0,3.0,5.0,3.0
2,1,male,0.6667,1,1,14.5,S,1,Master,,0.6667,0.6667,0.6667,0.6667,0.6667,6.0,2.0,2.0,5.0,3.0
2,1,female,24.0,0,2,14.5,S,1,Mrs,,24.0,24.0,24.0,24.0,24.0,5.0,2.0,3.0,6.0,4.0
2,0,male,44.0,0,0,13.0,S,0,Mr,,44.0,44.0,44.0,44.0,44.0,5.0,2.0,4.0,6.0,3.0
2,1,female,6.0,0,1,33.0,S,1,Miss,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,4.0,4.0
2,0,male,28.0,0,1,33.0,S,0,Rare Title,,28.0,28.0,28.0,28.0,28.0,6.0,2.0,3.0,5.0,3.0
2,1,male,62.0,0,0,10.5,S,1,Mr,,62.0,62.0,62.0,62.0,62.0,6.0,2.0,3.0,5.0,3.0
2,0,male,30.0,0,0,10.5,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,1.0,3.0,4.0,3.0
2,1,female,7.0,0,2,26.25,S,1,Miss,,7.0,7.0,7.0,7.0,7.0,6.0,3.0,2.0,6.0,4.0
2,0,male,43.0,1,1,26.25,S,0,Mr,,43.0,43.0,43.0,43.0,43.0,6.0,2.0,4.0,6.0,4.0
2,1,female,45.0,1,1,26.25,S,1,Mrs,,45.0,45.0,45.0,45.0,45.0,6.0,3.0,3.0,6.0,3.0
2,1,female,24.0,1,2,65.0,S,1,Miss,,24.0,24.0,24.0,24.0,24.0,5.0,3.0,2.0,6.0,6.0
2,1,female,24.0,1,2,65.0,S,1,Miss,,24.0,24.0,24.0,24.0,24.0,6.0,3.0,3.0,6.0,6.0
2,0,male,49.0,1,2,65.0,S,0,Mr,,49.0,49.0,49.0,49.0,49.0,6.0,2.0,4.0,6.0,3.0
2,1,female,48.0,1,2,65.0,S,1,Mrs,,48.0,48.0,48.0,48.0,48.0,6.0,3.0,3.0,6.0,4.0
2,1,female,55.0,0,0,16.0,S,1,Mrs,,55.0,55.0,55.0,55.0,55.0,6.0,2.0,2.0,6.0,3.0
2,0,male,24.0,2,0,73.5,S,0,Mr,,24.0,24.0,24.0,24.0,24.0,6.0,2.0,3.0,6.0,6.0
2,0,male,32.0,2,0,73.5,S,0,Mr,,32.0,32.0,32.0,32.0,32.0,6.0,1.0,4.0,5.0,4.0
2,0,male,21.0,2,0,73.5,S,0,Mr,,21.0,21.0,21.0,21.0,21.0,6.0,2.0,4.0,5.0,6.0
2,0,female,18.0,1,1,13.0,S,0,Miss,,18.0,18.0,18.0,18.0,18.0,6.0,2.0,4.0,6.0,6.0
2,1,female,20.0,2,1,23.0,S,1,Miss,,20.0,20.0,20.0,20.0,20.0,5.0,2.0,3.0,5.0,4.0
2,0,male,23.0,2,1,11.5,S,0,Mr,,23.0,23.0,23.0,23.0,23.0,6.0,2.0,4.0,6.0,6.0
2,0,male,36.0,0,0,13.0,S,0,Mr,,36.0,36.0,36.0,36.0,36.0,6.0,3.0,4.0,5.0,4.0
2,1,female,54.0,1,3,23.0,S,1,Mrs,,54.0,54.0,54.0,54.0,54.0,7.0,3.0,2.0,5.0,6.0
2,0,male,50.0,0,0,13.0,S,0,Mr,,50.0,50.0,50.0,50.0,50.0,6.0,2.0,2.0,6.0,3.0
2,0,male,44.0,1,0,26.0,S,0,Mr,,44.0,44.0,44.0,44.0,44.0,6.0,2.0,3.0,5.0,4.0
2,1,female,29.0,1,0,26.0,S,1,Mrs,,29.0,29.0,29.0,29.0,29.0,6.0,3.0,3.0,6.0,3.0
2,0,male,21.0,0,0,73.5,S,0,Mr,,21.0,21.0,21.0,21.0,21.0,6.0,2.0,4.0,6.0,3.0
2,1,male,42.0,0,0,13.0,S,1,Mr,,42.0,42.0,42.0,42.0,42.0,5.0,2.0,4.0,5.0,3.0
2,0,male,63.0,1,0,26.0,S,0,Mr,,63.0,63.0,63.0,63.0,63.0,6.0,2.0,3.0,5.0,4.0
2,0,female,60.0,1,0,26.0,S,0,Mrs,,60.0,60.0,60.0,60.0,60.0,6.0,2.0,3.0,6.0,4.0
2,0,male,33.0,0,0,12.275,S,0,Mr,,33.0,33.0,33.0,33.0,33.0,6.0,3.0,4.0,6.0,4.0
2,1,female,17.0,0,0,10.5,S,0,Miss,,17.0,17.0,17.0,17.0,17.0,6.0,2.0,3.0,4.0,3.0
2,0,male,42.0,1,0,27.0,S,0,Mr,,42.0,42.0,42.0,42.0,42.0,5.0,1.0,3.0,5.0,3.0
2,1,female,24.0,2,1,27.0,S,1,Mrs,,24.0,24.0,24.0,24.0,24.0,6.0,2.0,3.0,6.0,4.0
2,0,male,47.0,0,0,15.0,S,0,Mr,,47.0,47.0,47.0,47.0,47.0,6.0,3.0,2.0,5.0,3.0
2,0,male,24.0,2,0,31.5,S,0,Mr,,24.0,24.0,24.0,24.0,24.0,6.0,1.0,3.0,6.0,6.0
2,0,male,22.0,2,0,31.5,S,0,Mr,,22.0,22.0,22.0,22.0,22.0,6.0,3.0,4.0,5.0,4.0
2,0,male,32.0,0,0,10.5,S,0,Mr,,32.0,32.0,32.0,32.0,32.0,6.0,1.0,4.0,6.0,2.0
2,1,female,23.0,0,0,13.7917,C,1,Mrs,D,23.0,23.0,23.0,23.0,23.0,4.0,4.0,4.0,4.0,4.0
2,0,male,34.0,1,0,26.0,S,0,Mr,,34.0,34.0,34.0,34.0,34.0,5.0,1.0,3.0,6.0,3.0
2,1,female,24.0,1,0,26.0,S,1,Mrs,,24.0,24.0,24.0,24.0,24.0,6.0,2.0,4.0,6.0,4.0
2,0,female,22.0,0,0,21.0,S,0,Mrs,,22.0,22.0,22.0,22.0,22.0,6.0,1.0,4.0,5.0,3.0
2,1,female,,0,0,12.35,Q,1,Miss,E,30.0,22.0,18.0,16.0,28.0,5.0,5.0,5.0,5.0,5.0
2,0,male,35.0,0,0,12.35,Q,0,Mr,,35.0,35.0,35.0,35.0,35.0,6.0,4.0,4.0,6.0,1.0
2,1,female,45.0,0,0,13.5,S,1,Mrs,,45.0,45.0,45.0,45.0,45.0,6.0,3.0,2.0,6.0,3.0
2,0,male,57.0,0,0,12.35,Q,0,Rare Title,,57.0,57.0,57.0,57.0,57.0,6.0,1.0,3.0,4.0,2.0
2,0,male,,0,0,0.0,S,0,Mr,,34.0,58.0,36.0,45.5,35.0,6.0,2.0,3.0,6.0,4.0
2,0,male,31.0,0,0,10.5,S,0,Mr,,31.0,31.0,31.0,31.0,31.0,6.0,2.0,3.0,4.0,4.0
2,0,female,26.0,1,1,26.0,S,0,Mrs,,26.0,26.0,26.0,26.0,26.0,7.0,2.0,6.0,6.0,4.0
2,0,male,30.0,1,1,26.0,S,0,Rare Title,,30.0,30.0,30.0,30.0,30.0,6.0,2.0,3.0,3.0,2.0
2,0,male,,0,0,10.7083,Q,0,Mr,,26.0,58.0,31.0,48.0,45.0,6.0,4.0,3.0,5.0,3.0
2,1,female,1.0,1,2,41.5792,C,1,Miss,,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,6.0,3.0
2,1,female,3.0,1,2,41.5792,C,1,Miss,,3.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,6.0,3.0
2,0,male,25.0,1,2,41.5792,C,0,Mr,,25.0,25.0,25.0,25.0,25.0,5.0,2.0,2.0,4.0,3.0
2,1,female,22.0,1,2,41.5792,C,1,Mrs,,22.0,22.0,22.0,22.0,22.0,5.0,3.0,3.0,4.0,4.0
2,1,female,17.0,0,0,12.0,C,1,Miss,,17.0,17.0,17.0,17.0,17.0,5.0,3.0,2.0,4.0,3.0
2,1,female,,0,0,33.0,S,1,Miss,,7.0,26.0,26.0,22.0,36.5,6.0,3.0,3.0,4.0,4.0
2,1,female,34.0,0,0,10.5,S,1,Mrs,F,34.0,34.0,34.0,34.0,34.0,6.0,6.0,6.0,6.0,6.0
2,0,male,36.0,0,0,12.875,C,0,Mr,D,36.0,36.0,36.0,36.0,36.0,4.0,4.0,4.0,4.0,4.0
2,0,male,24.0,0,0,10.5,S,0,Mr,,24.0,24.0,24.0,24.0,24.0,6.0,1.0,3.0,6.0,4.0
2,0,male,61.0,0,0,12.35,Q,0,Mr,,61.0,61.0,61.0,61.0,61.0,6.0,2.0,3.0,5.0,2.0
2,0,male,50.0,1,0,26.0,S,0,Mr,,50.0,50.0,50.0,50.0,50.0,6.0,3.0,3.0,6.0,4.0
2,1,female,42.0,1,0,26.0,S,0,Mrs,,42.0,42.0,42.0,42.0,42.0,5.0,2.0,2.0,4.0,3.0
2,0,female,57.0,0,0,10.5,S,0,Mrs,E,57.0,57.0,57.0,57.0,57.0,5.0,5.0,5.0,5.0,5.0
2,0,male,,0,0,15.0458,C,0,Mr,D,34.0,28.0,28.5,54.0,35.0,4.0,4.0,4.0,4.0,4.0
2,1,male,1.0,0,2,37.0042,C,1,Master,,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,6.0,5.0
2,0,male,31.0,1,1,37.0042,C,0,Mr,,31.0,31.0,31.0,31.0,31.0,5.0,2.0,3.0,6.0,4.0
2,1,female,24.0,1,1,37.0042,C,1,Mrs,,24.0,24.0,24.0,24.0,24.0,6.0,1.0,3.0,5.0,4.0
2,0,male,,0,0,15.5792,C,0,Mr,,44.0,64.0,32.0,33.0,18.0,6.0,3.0,4.0,6.0,3.0
2,0,male,30.0,0,0,13.0,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,5.0,3.0,4.0,5.0,2.0
2,0,male,40.0,0,0,16.0,S,0,Mr,,40.0,40.0,40.0,40.0,40.0,6.0,2.0,4.0,6.0,4.0
2,0,male,32.0,0,0,13.5,S,0,Mr,,32.0,32.0,32.0,32.0,32.0,6.0,3.0,4.0,6.0,3.0
2,0,male,30.0,0,0,13.0,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,1.0,3.0,6.0,3.0
2,0,male,46.0,0,0,26.0,S,0,Mr,,46.0,46.0,46.0,46.0,46.0,6.0,2.0,3.0,5.0,3.0
2,1,female,13.0,0,1,19.5,S,1,Miss,,13.0,13.0,13.0,13.0,13.0,6.0,3.0,2.0,6.0,6.0
2,1,female,41.0,0,1,19.5,S,1,Mrs,,41.0,41.0,41.0,41.0,41.0,7.0,2.0,4.0,5.0,3.0
2,1,male,19.0,0,0,10.5,S,1,Mr,,19.0,19.0,19.0,19.0,19.0,5.0,2.0,2.0,6.0,3.0
2,0,male,39.0,0,0,13.0,S,0,Mr,,39.0,39.0,39.0,39.0,39.0,6.0,2.0,4.0,6.0,3.0
2,0,male,48.0,0,0,13.0,S,0,Mr,,48.0,48.0,48.0,48.0,48.0,6.0,2.0,2.0,5.0,4.0
2,0,male,70.0,0,0,10.5,S,0,Mr,,70.0,70.0,70.0,70.0,70.0,5.0,2.0,3.0,5.0,3.0
2,0,male,27.0,0,0,13.0,S,0,Rare Title,,27.0,27.0,27.0,27.0,27.0,6.0,2.0,3.0,4.0,3.0
2,0,male,54.0,0,0,14.0,S,0,Rare Title,,54.0,54.0,54.0,54.0,54.0,6.0,2.0,2.0,3.0,3.0
2,0,male,39.0,0,0,26.0,S,0,Mr,,39.0,39.0,39.0,39.0,39.0,5.0,2.0,4.0,4.0,2.0
2,0,male,16.0,0,0,10.5,S,0,Mr,,16.0,16.0,16.0,16.0,16.0,6.0,3.0,3.0,6.0,4.0
2,0,male,62.0,0,0,9.6875,Q,0,Mr,,62.0,62.0,62.0,62.0,62.0,6.0,3.0,2.0,6.0,2.0
2,0,male,32.5,1,0,30.0708,C,0,Mr,,32.5,32.5,32.5,32.5,32.5,6.0,2.0,3.0,6.0,4.0
2,1,female,14.0,1,0,30.0708,C,0,Mrs,,14.0,14.0,14.0,14.0,14.0,6.0,2.0,3.0,2.0,2.0
2,1,male,2.0,1,1,26.0,S,1,Master,F,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0
2,1,male,3.0,1,1,26.0,S,1,Master,F,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0
2,0,male,36.5,0,2,26.0,S,0,Mr,F,36.5,36.5,36.5,36.5,36.5,6.0,6.0,6.0,6.0,6.0
2,0,male,26.0,0,0,13.0,S,0,Mr,F,26.0,26.0,26.0,26.0,26.0,6.0,6.0,6.0,6.0,6.0
2,0,male,19.0,1,1,36.75,S,0,Mr,,19.0,19.0,19.0,19.0,19.0,5.0,2.0,4.0,6.0,4.0
2,0,male,28.0,0,0,13.5,S,0,Mr,,28.0,28.0,28.0,28.0,28.0,6.0,3.0,4.0,6.0,3.0
2,1,male,20.0,0,0,13.8625,C,1,Mr,D,20.0,20.0,20.0,20.0,20.0,4.0,4.0,4.0,4.0,4.0
2,1,female,29.0,0,0,10.5,S,1,Mrs,F,29.0,29.0,29.0,29.0,29.0,6.0,6.0,6.0,6.0,6.0
2,0,male,39.0,0,0,13.0,S,0,Mr,,39.0,39.0,39.0,39.0,39.0,6.0,1.0,4.0,6.0,3.0
2,1,male,22.0,0,0,10.5,S,1,Mr,,22.0,22.0,22.0,22.0,22.0,6.0,1.0,2.0,6.0,4.0
2,1,male,,0,0,13.8625,C,1,Mr,,24.0,45.0,24.0,34.0,22.0,6.0,1.0,3.0,4.0,3.0
2,0,male,23.0,0,0,10.5,S,0,Rare Title,,23.0,23.0,23.0,23.0,23.0,6.0,2.0,3.0,3.0,2.0
2,1,male,29.0,0,0,13.8583,C,1,Mr,,29.0,29.0,29.0,29.0,29.0,6.0,2.0,3.0,6.0,2.0
2,0,male,28.0,0,0,10.5,S,0,Mr,,28.0,28.0,28.0,28.0,28.0,6.0,3.0,4.0,6.0,2.0
2,0,male,,0,0,0.0,S,0,Mr,,63.0,57.0,19.0,26.5,28.0,6.0,2.0,3.0,4.0,4.0
2,1,female,50.0,0,1,26.0,S,1,Mrs,,50.0,50.0,50.0,50.0,50.0,7.0,2.0,3.0,5.0,4.0
2,0,male,19.0,0,0,10.5,S,0,Mr,,19.0,19.0,19.0,19.0,19.0,6.0,3.0,3.0,5.0,4.0
2,0,male,,0,0,15.05,C,0,Mr,,63.0,28.0,36.0,22.0,18.0,6.0,2.0,3.0,6.0,3.0
2,0,male,41.0,0,0,13.0,S,0,Rare Title,,41.0,41.0,41.0,41.0,41.0,6.0,3.0,3.0,3.0,3.0
2,1,female,21.0,0,1,21.0,S,1,Miss,,21.0,21.0,21.0,21.0,21.0,5.0,4.0,2.0,6.0,6.0
2,1,female,19.0,0,0,26.0,S,1,Miss,,19.0,19.0,19.0,19.0,19.0,6.0,2.0,4.0,5.0,4.0
2,0,male,43.0,0,1,21.0,S,0,Mr,,43.0,43.0,43.0,43.0,43.0,6.0,2.0,4.0,4.0,3.0
2,1,female,32.0,0,0,13.0,S,1,Mrs,,32.0,32.0,32.0,32.0,32.0,6.0,1.0,3.0,6.0,2.0
2,0,male,34.0,0,0,13.0,S,0,Mr,,34.0,34.0,34.0,34.0,34.0,6.0,2.0,3.0,4.0,2.0
2,1,male,30.0,0,0,12.7375,C,1,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,1.0,3.0,5.0,3.0
2,0,male,27.0,0,0,15.0333,C,0,Mr,,27.0,27.0,27.0,27.0,27.0,6.0,2.0,3.0,5.0,2.0
2,1,female,2.0,1,1,26.0,S,1,Miss,,2.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,6.0,6.0
2,1,female,8.0,1,1,26.0,S,1,Miss,,8.0,8.0,8.0,8.0,8.0,7.0,3.0,2.0,6.0,4.0
2,1,female,33.0,0,2,26.0,S,1,Mrs,,33.0,33.0,33.0,33.0,33.0,6.0,2.0,4.0,6.0,3.0
2,0,male,36.0,0,0,10.5,S,0,Mr,,36.0,36.0,36.0,36.0,36.0,5.0,3.0,4.0,5.0,3.0
2,0,male,34.0,1,0,21.0,S,1,Mr,,34.0,34.0,34.0,34.0,34.0,6.0,5.0,3.0,7.0,4.0
2,1,female,30.0,3,0,21.0,S,0,Mrs,,30.0,30.0,30.0,30.0,30.0,6.0,3.0,4.0,4.0,4.0
2,1,female,28.0,0,0,13.0,S,1,Miss,,28.0,28.0,28.0,28.0,28.0,6.0,3.0,4.0,6.0,6.0
2,0,male,23.0,0,0,15.0458,C,0,Mr,,23.0,23.0,23.0,23.0,23.0,6.0,2.0,3.0,6.0,3.0
2,1,male,0.8333,1,1,18.75,S,1,Master,,0.8333,0.8333,0.8333,0.8333,0.8333,6.0,1.0,3.0,5.0,4.0
2,1,male,3.0,1,1,18.75,S,1,Master,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,6.0,2.0
2,1,female,24.0,2,3,18.75,S,1,Mrs,,24.0,24.0,24.0,24.0,24.0,6.0,1.0,3.0,5.0,4.0
2,1,female,50.0,0,0,10.5,S,1,Miss,,50.0,50.0,50.0,50.0,50.0,5.0,3.0,3.0,6.0,4.0
2,0,male,19.0,0,0,10.5,S,0,Mr,,19.0,19.0,19.0,19.0,19.0,6.0,3.0,3.0,5.0,4.0
2,1,female,21.0,0,0,10.5,S,1,Miss,,21.0,21.0,21.0,21.0,21.0,6.0,3.0,4.0,6.0,6.0
2,0,male,26.0,0,0,13.0,S,0,Mr,,26.0,26.0,26.0,26.0,26.0,6.0,3.0,3.0,6.0,3.0
2,0,male,25.0,0,0,13.0,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,6.0,3.0,3.0,6.0,3.0
2,0,male,27.0,0,0,26.0,S,0,Mr,,27.0,27.0,27.0,27.0,27.0,5.0,3.0,3.0,5.0,3.0
2,1,female,25.0,0,1,26.0,S,1,Mrs,,25.0,25.0,25.0,25.0,25.0,6.0,3.0,4.0,6.0,3.0
2,1,female,18.0,0,2,13.0,S,1,Miss,,18.0,18.0,18.0,18.0,18.0,6.0,3.0,2.0,6.0,4.0
2,1,female,20.0,0,0,36.75,S,1,Miss,,20.0,20.0,20.0,20.0,20.0,5.0,1.0,2.0,4.0,4.0
2,1,female,30.0,0,0,13.0,S,1,Miss,,30.0,30.0,30.0,30.0,30.0,6.0,3.0,3.0,5.0,3.0
2,0,male,59.0,0,0,13.5,S,0,Mr,,59.0,59.0,59.0,59.0,59.0,6.0,2.0,3.0,6.0,4.0
2,1,female,30.0,0,0,12.35,Q,1,Miss,,30.0,30.0,30.0,30.0,30.0,5.0,5.0,4.0,6.0,5.0
2,0,male,35.0,0,0,10.5,S,0,Mr,,35.0,35.0,35.0,35.0,35.0,6.0,2.0,4.0,6.0,2.0
2,1,female,40.0,0,0,13.0,S,1,Miss,,40.0,40.0,40.0,40.0,40.0,6.0,2.0,3.0,5.0,3.0
2,0,male,25.0,0,0,13.0,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,5.0,3.0,3.0,6.0,3.0
2,0,male,41.0,0,0,15.0458,C,0,Mr,,41.0,41.0,41.0,41.0,41.0,6.0,2.0,3.0,6.0,2.0
2,0,male,25.0,0,0,10.5,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,6.0,2.0,4.0,6.0,3.0
2,0,male,18.5,0,0,13.0,S,0,Mr,F,18.5,18.5,18.5,18.5,18.5,6.0,6.0,6.0,6.0,6.0
2,0,male,14.0,0,0,65.0,S,0,Mr,,14.0,14.0,14.0,14.0,14.0,6.0,2.0,4.0,6.0,2.0
2,1,female,50.0,0,0,10.5,S,1,Miss,,50.0,50.0,50.0,50.0,50.0,6.0,5.0,3.0,6.0,4.0
2,0,male,23.0,0,0,13.0,S,0,Mr,,23.0,23.0,23.0,23.0,23.0,6.0,1.0,4.0,6.0,4.0
2,1,female,28.0,0,0,12.65,S,0,Mrs,,28.0,28.0,28.0,28.0,28.0,5.0,2.0,3.0,3.0,3.0
2,1,female,27.0,0,0,10.5,S,1,Miss,E,27.0,27.0,27.0,27.0,27.0,5.0,5.0,5.0,5.0,5.0
2,0,male,29.0,1,0,21.0,S,0,Mr,,29.0,29.0,29.0,29.0,29.0,6.0,1.0,4.0,6.0,6.0
2,0,female,27.0,1,0,21.0,S,0,Mrs,,27.0,27.0,27.0,27.0,27.0,6.0,3.0,6.0,5.0,3.0
2,0,male,40.0,0,0,13.0,S,0,Mr,,40.0,40.0,40.0,40.0,40.0,6.0,2.0,3.0,5.0,2.0
2,1,female,31.0,0,0,21.0,S,1,Miss,,31.0,31.0,31.0,31.0,31.0,6.0,3.0,3.0,6.0,6.0
2,0,male,30.0,1,0,21.0,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,1.0,4.0,6.0,6.0
2,0,male,23.0,1,0,10.5,S,0,Mr,,23.0,23.0,23.0,23.0,23.0,6.0,3.0,3.0,6.0,3.0
2,1,female,31.0,0,0,21.0,S,1,Mrs,,31.0,31.0,31.0,31.0,31.0,6.0,2.0,3.0,6.0,4.0
2,0,male,,0,0,0.0,S,0,Mr,,60.0,25.0,40.0,33.0,42.0,6.0,2.0,3.0,6.0,4.0
2,1,female,12.0,0,0,15.75,S,1,Miss,,12.0,12.0,12.0,12.0,12.0,5.0,2.0,2.0,6.0,6.0
2,1,female,40.0,0,0,15.75,S,1,Mrs,,40.0,40.0,40.0,40.0,40.0,5.0,3.0,3.0,6.0,2.0
2,1,female,32.5,0,0,13.0,S,1,Miss,E,32.5,32.5,32.5,32.5,32.5,5.0,5.0,5.0,5.0,5.0
2,0,male,27.0,1,0,26.0,S,0,Mr,,27.0,27.0,27.0,27.0,27.0,6.0,3.0,3.0,6.0,4.0
2,1,female,29.0,1,0,26.0,S,1,Mrs,,29.0,29.0,29.0,29.0,29.0,6.0,2.0,2.0,6.0,4.0
2,1,male,2.0,1,1,23.0,S,1,Master,,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,6.0,3.0
2,1,female,4.0,1,1,23.0,S,1,Miss,,4.0,4.0,4.0,4.0,4.0,7.0,3.0,3.0,6.0,4.0
2,1,female,29.0,0,2,23.0,S,1,Mrs,,29.0,29.0,29.0,29.0,29.0,6.0,2.0,3.0,6.0,3.0
2,1,female,0.9167,1,2,27.75,S,1,Miss,,0.9167,0.9167,0.9167,0.9167,0.9167,6.0,3.0,2.0,6.0,4.0
2,1,female,5.0,1,2,27.75,S,1,Miss,,5.0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,6.0,4.0
2,0,male,36.0,1,2,27.75,S,0,Mr,,36.0,36.0,36.0,36.0,36.0,6.0,2.0,3.0,5.0,4.0
2,1,female,33.0,1,2,27.75,S,1,Mrs,,33.0,33.0,33.0,33.0,33.0,7.0,2.0,3.0,6.0,4.0
2,0,male,66.0,0,0,10.5,S,0,Mr,,66.0,66.0,66.0,66.0,66.0,5.0,3.0,4.0,5.0,3.0
2,0,male,,0,0,12.875,S,0,Mr,,70.5,30.0,35.0,33.0,51.0,6.0,1.0,4.0,6.0,3.0
2,1,male,31.0,0,0,13.0,S,1,Mr,,31.0,31.0,31.0,31.0,31.0,6.0,3.0,3.0,4.0,4.0
2,1,male,,0,0,13.0,S,1,Mr,,36.0,51.0,11.0,20.0,24.0,6.0,2.0,3.0,6.0,4.0
2,1,female,26.0,0,0,13.5,S,1,Miss,,26.0,26.0,26.0,26.0,26.0,6.0,3.0,3.0,6.0,6.0
2,0,female,24.0,0,0,13.0,S,0,Miss,,24.0,24.0,24.0,24.0,24.0,6.0,3.0,4.0,6.0,4.0
3,0,male,42.0,0,0,7.55,S,0,Mr,,42.0,42.0,42.0,42.0,42.0,7.0,4.0,6.0,7.0,6.0
3,0,male,13.0,0,2,20.25,S,0,Master,,13.0,13.0,13.0,13.0,13.0,7.0,3.0,6.0,5.0,6.0
3,0,male,16.0,1,1,20.25,S,0,Mr,,16.0,16.0,16.0,16.0,16.0,7.0,3.0,6.0,7.0,6.0
3,1,female,35.0,1,1,20.25,S,1,Mrs,,35.0,35.0,35.0,35.0,35.0,5.0,4.0,6.0,7.0,6.0
3,1,female,16.0,0,0,7.65,S,1,Miss,,16.0,16.0,16.0,16.0,16.0,7.0,2.0,6.0,7.0,6.0
3,1,male,25.0,0,0,7.65,S,1,Mr,F,25.0,25.0,25.0,25.0,25.0,6.0,6.0,6.0,6.0,6.0
3,1,male,20.0,0,0,7.925,S,1,Mr,,20.0,20.0,20.0,20.0,20.0,7.0,4.0,5.0,5.0,6.0
3,1,female,18.0,0,0,7.2292,C,1,Mrs,,18.0,18.0,18.0,18.0,18.0,6.0,1.0,5.0,7.0,5.0
3,0,male,30.0,0,0,7.25,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,3.0,6.0,6.0,6.0
3,0,male,26.0,0,0,8.05,S,0,Mr,,26.0,26.0,26.0,26.0,26.0,6.0,4.0,6.0,7.0,6.0
3,0,female,40.0,1,0,9.475,S,0,Mrs,,40.0,40.0,40.0,40.0,40.0,7.0,3.0,6.0,5.0,6.0
